filename,label,type,source
real_0001.jpg,1,real_human_iam,IAM Handwriting Database
real_0002.jpg,1,real_human_iam,IAM Handwriting Database
real_0003.jpg,1,real_human_iam,IAM Handwriting Database
real_0004.jpg,1,real_human_iam,IAM Handwriting Database
real_0005.jpg,1,real_human_iam,IAM Handwriting Database
real_0006.jpg,1,real_human_iam,IAM Handwriting Database
real_0007.jpg,1,real_human_iam,IAM Handwriting Database
real_0008.jpg,1,real_human_iam,IAM Handwriting Database
real_0009.jpg,1,real_human_iam,IAM Handwriting Database
real_0010.jpg,1,real_human_iam,IAM Handwriting Database
real_0011.jpg,1,real_human_iam,IAM Handwriting Database
real_0012.jpg,1,real_human_iam,IAM Handwriting Database
real_0013.jpg,1,real_human_iam,IAM Handwriting Database
real_0014.jpg,1,real_human_iam,IAM Handwriting Database
real_0015.jpg,1,real_human_iam,IAM Handwriting Database
real_0016.jpg,1,real_human_iam,IAM Handwriting Database
real_0017.jpg,1,real_human_iam,IAM Handwriting Database
real_0018.jpg,1,real_human_iam,IAM Handwriting Database
real_0019.jpg,1,real_human_iam,IAM Handwriting Database
real_0020.jpg,1,real_human_iam,IAM Handwriting Database
real_0021.jpg,1,real_human_iam,IAM Handwriting Database
real_0022.jpg,1,real_human_iam,IAM Handwriting Database
real_0023.jpg,1,real_human_iam,IAM Handwriting Database
real_0024.jpg,1,real_human_iam,IAM Handwriting Database
real_0025.jpg,1,real_human_iam,IAM Handwriting Database
real_0026.jpg,1,real_human_iam,IAM Handwriting Database
real_0027.jpg,1,real_human_iam,IAM Handwriting Database
real_0028.jpg,1,real_human_iam,IAM Handwriting Database
real_0029.jpg,1,real_human_iam,IAM Handwriting Database
real_0030.jpg,1,real_human_iam,IAM Handwriting Database
real_0031.jpg,1,real_human_iam,IAM Handwriting Database
real_0032.jpg,1,real_human_iam,IAM Handwriting Database
real_0033.jpg,1,real_human_iam,IAM Handwriting Database
real_0034.jpg,1,real_human_iam,IAM Handwriting Database
real_0035.jpg,1,real_human_iam,IAM Handwriting Database
real_0036.jpg,1,real_human_iam,IAM Handwriting Database
real_0037.jpg,1,real_human_iam,IAM Handwriting Database
real_0038.jpg,1,real_human_iam,IAM Handwriting Database
real_0039.jpg,1,real_human_iam,IAM Handwriting Database
real_0040.jpg,1,real_human_iam,IAM Handwriting Database
real_0041.jpg,1,real_human_iam,IAM Handwriting Database
real_0042.jpg,1,real_human_iam,IAM Handwriting Database
real_0043.jpg,1,real_human_iam,IAM Handwriting Database
real_0044.jpg,1,real_human_iam,IAM Handwriting Database
real_0045.jpg,1,real_human_iam,IAM Handwriting Database
real_0046.jpg,1,real_human_iam,IAM Handwriting Database
real_0047.jpg,1,real_human_iam,IAM Handwriting Database
real_0048.jpg,1,real_human_iam,IAM Handwriting Database
real_0049.jpg,1,real_human_iam,IAM Handwriting Database
real_0050.jpg,1,real_human_iam,IAM Handwriting Database
real_0051.jpg,1,real_human_iam,IAM Handwriting Database
real_0052.jpg,1,real_human_iam,IAM Handwriting Database
real_0053.jpg,1,real_human_iam,IAM Handwriting Database
real_0054.jpg,1,real_human_iam,IAM Handwriting Database
real_0055.jpg,1,real_human_iam,IAM Handwriting Database
real_0056.jpg,1,real_human_iam,IAM Handwriting Database
real_0057.jpg,1,real_human_iam,IAM Handwriting Database
real_0058.jpg,1,real_human_iam,IAM Handwriting Database
real_0059.jpg,1,real_human_iam,IAM Handwriting Database
real_0060.jpg,1,real_human_iam,IAM Handwriting Database
real_0061.jpg,1,real_human_iam,IAM Handwriting Database
real_0062.jpg,1,real_human_iam,IAM Handwriting Database
real_0063.jpg,1,real_human_iam,IAM Handwriting Database
real_0064.jpg,1,real_human_iam,IAM Handwriting Database
real_0065.jpg,1,real_human_iam,IAM Handwriting Database
real_0066.jpg,1,real_human_iam,IAM Handwriting Database
real_0067.jpg,1,real_human_iam,IAM Handwriting Database
real_0068.jpg,1,real_human_iam,IAM Handwriting Database
real_0069.jpg,1,real_human_iam,IAM Handwriting Database
real_0070.jpg,1,real_human_iam,IAM Handwriting Database
real_0071.jpg,1,real_human_iam,IAM Handwriting Database
real_0072.jpg,1,real_human_iam,IAM Handwriting Database
real_0073.jpg,1,real_human_iam,IAM Handwriting Database
real_0074.jpg,1,real_human_iam,IAM Handwriting Database
real_0075.jpg,1,real_human_iam,IAM Handwriting Database
real_0076.jpg,1,real_human_iam,IAM Handwriting Database
real_0077.jpg,1,real_human_iam,IAM Handwriting Database
real_0078.jpg,1,real_human_iam,IAM Handwriting Database
real_0079.jpg,1,real_human_iam,IAM Handwriting Database
real_0080.jpg,1,real_human_iam,IAM Handwriting Database
real_0081.jpg,1,real_human_iam,IAM Handwriting Database
real_0082.jpg,1,real_human_iam,IAM Handwriting Database
real_0083.jpg,1,real_human_iam,IAM Handwriting Database
real_0084.jpg,1,real_human_iam,IAM Handwriting Database
real_0085.jpg,1,real_human_iam,IAM Handwriting Database
real_0086.jpg,1,real_human_iam,IAM Handwriting Database
real_0087.jpg,1,real_human_iam,IAM Handwriting Database
real_0088.jpg,1,real_human_iam,IAM Handwriting Database
real_0089.jpg,1,real_human_iam,IAM Handwriting Database
real_0090.jpg,1,real_human_iam,IAM Handwriting Database
real_0091.jpg,1,real_human_iam,IAM Handwriting Database
real_0092.jpg,1,real_human_iam,IAM Handwriting Database
real_0093.jpg,1,real_human_iam,IAM Handwriting Database
real_0094.jpg,1,real_human_iam,IAM Handwriting Database
real_0095.jpg,1,real_human_iam,IAM Handwriting Database
real_0096.jpg,1,real_human_iam,IAM Handwriting Database
real_0097.jpg,1,real_human_iam,IAM Handwriting Database
real_0098.jpg,1,real_human_iam,IAM Handwriting Database
real_0099.jpg,1,real_human_iam,IAM Handwriting Database
real_0100.jpg,1,real_human_iam,IAM Handwriting Database
